,Unnamed: 0,Study_ID,Study_Name,Location_ID,Location_Description,Instrument_ID,Field_Collection_Type,Field_Collector,Time_Zone,Field_Collection_Date,Field_Collection_Time,Field_Collection_Date_Time,Field_Collection_Comment,Matrix,Source,Z,Depth_Value_Units,Result_Parameter_Name,Result_Value,Result_Value_Units,Result_Data_Qualifier,Result_Method,Result_Method_Description,Result_Comment,Result_Data_Review_Status,Lat,Lon,Continuous_Result_System_ID,dtUTC,j,i,SHEM,k,v202111,v202410
171,171,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:26.4566667,5/14/2024 10:40:26 PM,,Water,Salt/Marine Water,10.0,m,Dissolved Oxygen,3.70814403572083,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612713,2024-05-14 22:40:26.456666,71,138,236.86795043945312,9,159.17674255371094,157.40240478515625
172,172,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:27.5366667,5/14/2024 10:40:27 PM,,Water,Salt/Marine Water,10.5,m,Dissolved Oxygen,3.04830902936459,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612714,2024-05-14 22:40:27.536666,71,138,226.86227416992188,10,138.92221069335938,135.94947814941406
173,173,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:28.6166667,5/14/2024 10:40:28 PM,,Water,Salt/Marine Water,11.0,m,Dissolved Oxygen,3.03187502920628,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612715,2024-05-14 22:40:28.616666,71,138,226.86227416992188,10,138.92221069335938,135.94947814941406
174,174,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:29.7000000,5/14/2024 10:40:29 PM,,Water,Salt/Marine Water,11.5,m,Dissolved Oxygen,2.92861802821159,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612716,2024-05-14 22:40:29.700000,71,138,219.4506683349609,11,114.33625793457033,116.61711120605467
175,175,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:30.7800000,5/14/2024 10:40:30 PM,,Water,Salt/Marine Water,12.0,m,Dissolved Oxygen,2.70537302606106,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612717,2024-05-14 22:40:30.780000,71,138,219.4506683349609,11,114.33625793457033,116.61711120605467
176,176,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:31.8600000,5/14/2024 10:40:31 PM,,Water,Salt/Marine Water,12.5,m,Dissolved Oxygen,2.41718402328491,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612718,2024-05-14 22:40:31.860000,71,138,209.1701812744141,12,100.73888397216795,101.21111297607422
177,177,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:32.9433333,5/14/2024 10:40:32 PM,,Water,Salt/Marine Water,13.0,m,Dissolved Oxygen,2.10355202026367,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612719,2024-05-14 22:40:32.943333,71,138,209.1701812744141,12,100.73888397216795,101.21111297607422
178,178,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:34.0233333,5/14/2024 10:40:34 PM,,Water,Salt/Marine Water,13.5,m,Dissolved Oxygen,1.83159901764393,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612720,2024-05-14 22:40:34.023333,71,138,193.65509033203125,13,85.23572540283203,92.44694519042967
179,179,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:35.1033333,5/14/2024 10:40:35 PM,,Water,Salt/Marine Water,14.0,m,Dissolved Oxygen,1.68884101626873,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612721,2024-05-14 22:40:35.103333,71,138,193.65509033203125,13,85.23572540283203,92.44694519042967
180,180,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:36.1866667,5/14/2024 10:40:36 PM,,Water,Salt/Marine Water,14.5,m,Dissolved Oxygen,1.60380001544952,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612722,2024-05-14 22:40:36.186666,71,138,186.3518524169922,14,71.08536529541016,88.84588623046875
181,181,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:37.2666667,5/14/2024 10:40:37 PM,,Water,Salt/Marine Water,15.0,m,Dissolved Oxygen,1.49074201436043,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612723,2024-05-14 22:40:37.266666,71,138,186.3518524169922,14,71.08536529541016,88.84588623046875
182,182,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:38.3466667,5/14/2024 10:40:38 PM,,Water,Salt/Marine Water,15.5,m,Dissolved Oxygen,1.26739801220894,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612724,2024-05-14 22:40:38.346666,71,138,185.204345703125,15,67.65338897705078,85.36402130126953
183,183,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:39.4266667,5/14/2024 10:40:39 PM,,Water,Salt/Marine Water,16.0,m,Dissolved Oxygen,1.12978801088333,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612725,2024-05-14 22:40:39.426666,71,138,185.204345703125,15,67.65338897705078,85.36402130126953
184,184,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:40.5100000,5/14/2024 10:40:40 PM,,Water,Salt/Marine Water,16.5,m,Dissolved Oxygen,1.07811001038551,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612726,2024-05-14 22:40:40.510000,71,138,176.60772705078125,16,53.39606094360352,82.98284149169922
185,185,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:41.5900000,5/14/2024 10:40:41 PM,,Water,Salt/Marine Water,17.0,m,Dissolved Oxygen,1.05662701017857,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612727,2024-05-14 22:40:41.590000,71,138,176.60772705078125,16,53.39606094360352,82.98284149169922
186,186,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:42.6700000,5/14/2024 10:40:42 PM,,Water,Salt/Marine Water,17.5,m,Dissolved Oxygen,1.0426680100441,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612728,2024-05-14 22:40:42.670000,71,138,,-1,,
187,187,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,05/14/2024,22:40:43.7500000,5/14/2024 10:40:43 PM,,Water,Salt/Marine Water,18.0,m,Dissolved Oxygen,1.02187800984383,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242612729,2024-05-14 22:40:43.750000,71,138,,-1,,
188,188,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:21,7/9/2024 7:40:21 PM,,Water,Salt/Marine Water,1.5,m,Dissolved Oxygen,7.94772007656097,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275592,2024-07-09 19:40:21.000000,71,138,258.9574890136719,1,253.83560180664065,333.8501281738281
189,189,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:22.0233333,7/9/2024 7:40:22 PM,,Water,Salt/Marine Water,2.0,m,Dissolved Oxygen,7.89138907601833,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275593,2024-07-09 19:40:22.023333,71,138,258.9574890136719,1,253.83560180664065,333.8501281738281
190,190,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:23.0433333,7/9/2024 7:40:23 PM,,Water,Salt/Marine Water,2.5,m,Dissolved Oxygen,7.98979507696628,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275594,2024-07-09 19:40:23.043333,71,138,264.2232666015625,2,259.5848083496094,353.096435546875
191,191,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:24.0666667,7/9/2024 7:40:24 PM,,Water,Salt/Marine Water,3.0,m,Dissolved Oxygen,7.86505507576466,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275595,2024-07-09 19:40:24.066666,71,138,264.2232666015625,2,259.5848083496094,353.096435546875
192,192,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:25.0866667,7/9/2024 7:40:25 PM,,Water,Salt/Marine Water,3.5,m,Dissolved Oxygen,7.98850807695389,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275596,2024-07-09 19:40:25.086666,71,138,264.6831359863281,3,260.9056091308594,362.1988525390625
193,193,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:26.1100000,7/9/2024 7:40:26 PM,,Water,Salt/Marine Water,4.0,m,Dissolved Oxygen,8.31411908009052,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275597,2024-07-09 19:40:26.110000,71,138,264.6831359863281,3,260.9056091308594,362.1988525390625
194,194,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:27.1300000,7/9/2024 7:40:27 PM,,Water,Salt/Marine Water,4.5,m,Dissolved Oxygen,8.07364807777405,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275598,2024-07-09 19:40:27.130000,71,138,259.5801696777344,4,249.7273101806641,356.8547668457031
195,195,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:28.1533333,7/9/2024 7:40:28 PM,,Water,Salt/Marine Water,5.0,m,Dissolved Oxygen,6.87693606624603,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275599,2024-07-09 19:40:28.153333,71,138,259.5801696777344,4,249.7273101806641,356.8547668457031
196,196,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:29.1766667,7/9/2024 7:40:29 PM,,Water,Salt/Marine Water,5.5,m,Dissolved Oxygen,5.10147004914284,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275600,2024-07-09 19:40:29.176666,71,138,247.7199249267578,5,223.4898834228516,335.7652893066406
197,197,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:30.1966667,7/9/2024 7:40:30 PM,,Water,Salt/Marine Water,6.0,m,Dissolved Oxygen,3.98574003839493,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275601,2024-07-09 19:40:30.196666,71,138,247.7199249267578,5,223.4898834228516,335.7652893066406
198,198,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:31.2200000,7/9/2024 7:40:31 PM,,Water,Salt/Marine Water,6.5,m,Dissolved Oxygen,3.37411803250313,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275602,2024-07-09 19:40:31.220000,71,138,239.0925750732422,6,203.3140869140625,298.0176696777344
199,199,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:32.2400000,7/9/2024 7:40:32 PM,,Water,Salt/Marine Water,7.0,m,Dissolved Oxygen,2.92762802820206,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275603,2024-07-09 19:40:32.240000,71,138,239.0925750732422,6,203.3140869140625,298.0176696777344
200,200,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:33.2633333,7/9/2024 7:40:33 PM,,Water,Salt/Marine Water,7.5,m,Dissolved Oxygen,2.52974702436924,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275604,2024-07-09 19:40:33.263333,71,138,232.5056610107422,7,181.07286071777344,257.67138671875
201,201,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:34.2866667,7/9/2024 7:40:34 PM,,Water,Salt/Marine Water,8.0,m,Dissolved Oxygen,2.20156202120781,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275605,2024-07-09 19:40:34.286666,71,138,232.5056610107422,7,181.07286071777344,257.67138671875
202,202,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:35.3066667,7/9/2024 7:40:35 PM,,Water,Salt/Marine Water,8.5,m,Dissolved Oxygen,2.05137901976109,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275606,2024-07-09 19:40:35.306666,71,138,226.1597595214844,8,149.18045043945312,210.9670867919922
203,203,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:36.3266667,7/9/2024 7:40:36 PM,,Water,Salt/Marine Water,9.0,m,Dissolved Oxygen,1.73269801669121,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275607,2024-07-09 19:40:36.326666,71,138,226.1597595214844,8,149.18045043945312,210.9670867919922
204,204,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:37.3500000,7/9/2024 7:40:37 PM,,Water,Salt/Marine Water,9.5,m,Dissolved Oxygen,1.31828401269913,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275608,2024-07-09 19:40:37.350000,71,138,218.3002777099609,9,126.33024597167967,175.15892028808594
205,205,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:38.3733333,7/9/2024 7:40:38 PM,,Water,Salt/Marine Water,10.0,m,Dissolved Oxygen,1.14414301102161,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275609,2024-07-09 19:40:38.373333,71,138,218.3002777099609,9,126.33024597167967,175.15892028808594
206,206,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:39.3933333,7/9/2024 7:40:39 PM,,Water,Salt/Marine Water,10.5,m,Dissolved Oxygen,1.12741201086044,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275610,2024-07-09 19:40:39.393333,71,138,209.9991455078125,10,104.26339721679688,140.60069274902344
207,207,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:40.4166667,7/9/2024 7:40:40 PM,,Water,Salt/Marine Water,11.0,m,Dissolved Oxygen,1.05999301021099,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275611,2024-07-09 19:40:40.416666,71,138,209.9991455078125,10,104.26339721679688,140.60069274902344
208,208,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:41.4366667,7/9/2024 7:40:41 PM,,Water,Salt/Marine Water,11.5,m,Dissolved Oxygen,1.26432901217937,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275612,2024-07-09 19:40:41.436666,71,138,203.99761962890625,11,88.73451232910156,118.50174713134766
209,209,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,07/09/2024,19:40:42.4600000,7/9/2024 7:40:42 PM,,Water,Salt/Marine Water,12.0,m,Dissolved Oxygen,1.36699201316834,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242275613,2024-07-09 19:40:42.460000,71,138,203.99761962890625,11,88.73451232910156,118.50174713134766
